AIC,Fund,Share,MonthEnd,Code,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Monthend MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),RevAllocation % (splits only),Shares,Shares,Shares,Shares,Sell,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,Gearing,Range,NoRange,GearingNote,Permanent,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,,Additional geographic,,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,,AIC,Unit1,Unit1,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,Total Assets ex CYR,FootNote,FairValue,ShareNote,Reported Currency
Category,Name,Type,Date,ISIN,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,From,To,NoRange,GearingNote,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other , , , , , , , , ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Hong Kong,Singa pore,Korea ,Taiwan ,China ,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note,
Sector Specialist: Liquidity Funds,JPMorgan Elect Managed Cash,Ordinary Share,30/06/2014,GB0034080092,4699216,47493,47493,47493,47493,0,0,0,0,0,47493,100.5,,48500,,,4579654,84390,0,0,No,100,1,0,100,,,Y,,N,100,4651723,4603223,100.51,,,,,101.57,,,,,100.51,,,,,101.57,,,,,0.36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,4650716,,,,GBP
Category,Name,Type,Date,ISIN,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,From,To,NoRange,GearingNote,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note,
Sector Specialist: Litigation,Juridica Investments,Ordinary Share,30/06/2014,GG00B29LSW52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category,Name,Type,Date,ISIN,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,From,To,NoRange,GearingNote,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note,
"Sector Specialist: Small Media, Comms & IT Cos",Herald,Ordinary Share,30/06/2014,GB0004228648,646372971,25000000,25000000,25000000,25000000,0,0,0,0,0,25000000,654,,-1039637,,,77629546,0,50000,0,N/A,1.85,4,2,,,,Y,,N,100,621372971,622412608,801.77,,,,,800.43,,,,,801.77,,,,,800.43,,,,,1.19,1.85,2.86,67.32,3.22,19.14,0,5.33,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,647412608,,,"50,000 shares @ 6.4804 total cost £324,345.02",GBP
Category,Name,Type,Date,ISIN,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,From,To,NoRange,GearingNote,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other , , , , , , , , ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note,
Sector Specialist: Tech Media & Telecomm,Polar Capital Technology,Ordinary Share,30/06/2014,GB0004220025,679086039,22613136,22613136,22613136,22613136,0,0,0,0,0,22613136,474.1,,-312351,,,132336159,0,0,0,N/A,6,3,0,3,,,Y,,Y,100,656472903,656785254,,,,,,496.06,,,,,,,,,,496.06,,,,,0.9,6,0,2,5,72,5,7,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0,2,5,78,5,7,3,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,679398390,,,,GBP
Sector Specialist: Tech Media & Telecomm,RCM Technology,Ordinary Share,30/06/2014,GB0003390720,138900486,0,0,0,0,0,0,0,0,0,0,506.25,,-657776,,,25768006,0,0,2534874,Yes,3,0,0,3,,,Y,,Y,100,138900486,139558262,,,,,,539.04,,,,536.11,,,,,,539.04,,,,536.11,0.65,3,0,0.19,6.14,83.14,0.99,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,139558262,,,,GBP
Category,Name,Type,Date,ISIN,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,From,To,NoRange,GearingNote,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,UK Equity x IC,Int. Equities,SC Inc Shares,SC Ord Inc Shares,Other SC & ICs,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,See AIC Cat 2.,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note,
Split Capital Trust,Aberforth Geared Income,ZDP 2017,30/06/2014,GB00B4WLXD25,0,0,0,0,0,0,0,0,0,0,0,145,,,,,73000000,0,0,0,N/A,0,,,,,,Y,,,0,95850377,95850377,131.3,,,,,131.3,,,,,131.3,,,,,131.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,USC,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Aberforth Geared Income,Ord Income,30/06/2014,GB00B4TR3444,314894298,95850377,95850377,0,0,0,0,95850377,0,0,95850377,173.5,,7622897,,,109500000,0,0,0,N/A,1,44,42,,40,75,,,N,100,219043921,211421024,193.08,,,,,200.04,,,,,193.08,,,,,200.04,,,,,3.39,1,0,99,0,0,0,0,0,1,0,99,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/A,1,0,0,54,38,7,0,0,USC,,,,,,,,,,,,,307271401,,,,GBP
Split Capital Trust,Acorn Income,ZDP 2017,30/06/2014,GG00B4W1FT21,0,0,0,0,0,0,0,0,0,0,0,128.25,,0,,,21937916,0,268464,2060455,N/A,0,,,,,,Y,,,0,25720194,25720194,117.24,,,,117.24,117.24,,,,117.24,117.24,,,,117.24,117.24,,,,117.24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UKH,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Acorn Income,Ord Inc,30/06/2014,GB0004829437,84425856,25720194,25720194,0,0,0,0,25720194,0,0,25720194,329.5,,455937,,,16343332,0,200000,1535000,N/A,2.3,44,41,,,,Y,,N,100,58705662,58249725,356.41,,,,354.1,359.2,,,,356.65,356.41,,,,354.1,359.2,,,,356.65,3.21,2.3,0,87.87,8.05,1.78,0,0,0,2.3,0,75.14,0,0,0,0,22.56,0,0,0,0,0,0,0,0,0,0,0,0,,2.3,0,75.14,0,0,0,0,22.56,UKH,,,,,,,,,,,,,83969919,,,,GBP
Split Capital Trust,Ecofin Water & Power Opportunities,ZDP 2016,30/06/2014,GB00B4Z6HJ81,0,21727658,21727658,21727658,21727658,0,0,0,79465563,86346780,0,149,,,,,60000000,0,0,0,N/A,0,,,,,,Y,,,0,83717476,83717476,139.53,,,,,139.53,,,,,139.53,,,,,139.53,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Ecofin Water & Power Opportunities,Ord Income,30/06/2014,GB00B09LK252,641793575,105445134,105445134,21727658,21727658,0,0,83717476,79465563,86346780,184910697,168,,4682215,,,209832651,23168,0,568409,N/A,-0.1,40,41,,0,60,,,N,100,536348441,531666226,215.51,,207.6,,207.51,217.74,,209.43,,209.34,215.51,,207.6,,207.51,217.74,,209.43,,209.34,3.33,-0.1,1.64,15.92,23.33,30.48,0.4,24.26,4.07,-0.1,1.64,15.92,82.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,637111360,,,,GBP
Split Capital Trust,Electra Private Equity,ZDP 2016,30/06/2014,GB00B3K3HN17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,Electra Private Equity,Ord Income,30/06/2014,GB0003085445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,F&C Private Equity,ZDP 2014,30/06/2014,GB00B5883J06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,F&C Private Equity,Ord Income,30/06/2014,GB0030738271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,JPMorgan Income & Capital,ZDP 2018,30/06/2014,GB00B2NBJ282,0,739640,739640,739640,739640,0,0,0,0,0,0,170,,,,,46362200,0,0,0,No,0,,,,,,Y,,,0,70109689,70109689,151.22,,,,,151.22,,,,,151.22,,,,,151.22,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,JPMorgan Income & Capital,Ord Income,30/06/2014,GB00B2NBJ068,141701235,70849329,70849329,739640,739640,0,0,70109689,0,0,70849329,98.25,,2003363,,,68056782,0,0,0,N/A,2,100,96,,,,Y,,N,100,70851906,68848543,101.16,,,,,104.11,,,,,101.16,,,,,104.11,,,,,3.77,2,0,98,0,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,76,21,1,0,0,0,UGI,JPMorgan Income & Capital Uts,8461288,359.44,359.44,1,0,,,,,,,139697872,,,,GBP
Split Capital Trust,JPMorgan Income & Growth,Inc 2016,30/06/2014,GB00B1G3N114,0,20096399,20096399,20096399,20096399,0,0,0,0,0,0,93.25,,,,100,61747803,0,0,0,N/A,0,,,,,,Y,,,100,65699806,64912228,105.12,,,,,106.4,,,,,105.12,,,,,106.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UGI,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,JPMorgan Income & Growth,Capital,30/06/2014,GB00B1G3N007,89689915,85008627,85008627,20096399,20096399,0,0,64912228,0,0,85796205,13.75,,787578,1065000,0,64527781,0,0,0,N/A,1,++,++,,,,Y,,N,0,3893710,3893710,6.03,,,,,6.03,,,,,6.03,,,,,6.03,,,,,3.83,1,4,95,0,0,0,0,0,1,4,89,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,55,15,1,0,18,6,UGI,JPMorgan Income & Growth Units,7040753,112.43,112.43,29,28,,,,,,,88902337,,,,GBP
Split Capital Trust,JPMorgan Private Equity,ZDP 2015,30/06/2014,GG00B00DDT81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,JPMorgan Private Equity,ZDP 2017,30/06/2014,GG00B5N4JV75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,JPMorgan Private Equity,Ord Income,30/06/2014,GB00B07V0H27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,JZ Capital Partners,ZDP 2016,30/06/2014,GG00B40D7X85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,JZ Capital Partners,Ord Income,30/06/2014,GG00B403HK58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PE,,,,,,,,,,,,,,,,,
Split Capital Trust,M&G High Income,ZDP 2017,30/06/2014,GB0005533228,0,0,0,0,0,0,0,0,0,0,0,112.5,,,,0,250503505,0,0,0,N/A,0,,,,,,Y,,,0,240536256,240536256,96.02,,,,,96.02,,,,,96.02,,,,,96.02,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UKH,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,M&G High Income,Inc 2017,30/06/2014,GB0005532816,0,240536256,240536256,0,0,0,0,240536256,0,0,0,59,,,,100,250503505,0,0,0,N/A,0,,,,,,Y,,,100,184702632,182977144,73.04,,,,,73.73,,,,,73.04,,,,,73.73,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UKH,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,M&G High Income,Capital,30/06/2014,GB0005532709,427217579,423513400,423513400,0,0,0,0,423513400,0,0,425238888,5.7,,1725488,7624690,0,250503505,0,0,0,N/A,2,++,++,,,,Y,,N,0,1978691,1978691,0.79,,,,,0.79,,,,,0.79,,,,,0.79,,,,,3.42,2,7,90,0,1,0,0,0,2,7,90,1,0,0,0,0,99,0,1,0,0,0,99,0,1,0,0,0,/,2,7,90,1,0,0,0,0,UKH,M&G High Income & Growth Unit,250503505,74.52,74.52,129,124,M&G High Income Package Unit,250503505,170.54,170.54,0,0,425492091,,,,GBP
Split Capital Trust,Picton Property Income,ZDP 2016,30/06/2014,GG00B8N2KC06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPU,,,,,,,,,,,,,,,,,
Split Capital Trust,Picton Property Income,Ord Income,30/06/2014,GB00B0LCW208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPU,,,,,,,,,,,,,,,,,
Split Capital Trust,Premier Energy & Water,ZDP 2015,30/06/2014,GB0033538207,0,0,0,0,0,0,0,0,0,0,0,210.88,,,,0,21180373,0,0,0,N/A,0,,,,,,Y,,,0,42712025,42712025,201.66,,,,,201.66,,,,,201.66,,,,,201.66,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Premier Energy & Water,Ord Income,30/06/2014,GB0033537902,77262669,42712025,42712025,0,0,0,0,42712025,0,0,42712025,185,,907651,1375000,100,17068480,0,0,0,N/A,1.8,124,120,,,,Y,No gearing on this trust,N,100,34550644,33642993,197.11,,,,,202.42,,,,,197.11,,,,,202.42,,,,,3.42,1.8,3.43,24.05,12.69,8.8,0,37.08,12.15,1.8,3.43,24.05,70.72,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,76355018,,,,GBP
Split Capital Trust,Rights & Issues,Inc 2016,30/06/2014,GB0007392078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC,,,,,,,,,,,,,,,,,
Split Capital Trust,Rights & Issues,Capital,30/06/2014,GB0007392292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC,,,,,,,,,,,,,,,,,
Split Capital Trust,Small Companies Dividend,ZDP 2018,30/06/2014,GB00B8FJ5797,0,0,0,0,0,0,0,0,0,0,0,120,,,,,8500000,0,0,0,N/A,0,,,,,,Y,,,0,9461677,9461677,111.31,,,,,111.31,,,,,111.31,,,,,111.31,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,UKH,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Small Companies Dividend,Ord Income,30/06/2014,GB0006615826,40060370,9461677,9461677,0,0,0,0,9461677,0,0,9461677,183.75,,601406,,,16550000,0,0,0,N/A,0.19,31,31,,,,Y,,N,100,30598693,29997287,181.25,,,,,184.89,,,,,181.25,,,,,184.89,,,,,3.68,0.19,0,99.81,0,0,0,0,0,0.19,0,99.81,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/A,0.19,0,99.81,0,0,0,0,0,UKH,,,,,,,,,,,,,39458964,,,,GBP
Split Capital Trust,Utilico Investments,ZDP 2014,30/06/2014,BMG931261116,0,22239090,22239090,22239090,22239090,0,0,0,0,0,0,166.25,,,,,47500000,0,0,0,N/A,0,,,,,,Y,,,0,77755612,77755612,163.7,,,,,163.7,,,,,163.7,,,,,163.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Utilico Investments,ZDP 2016,30/06/2014,BMG931261298,0,99994702,99994702,22239090,22239090,0,0,77755612,0,0,0,177.13,,,,,47500000,0,0,0,N/A,0,,,,,,Y,,,0,77749590,77749590,163.68,,,,,163.68,,,,,163.68,,,,,163.68,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Utilico Investments,ZDP 2018,30/06/2014,BMG931261371,0,177744292,177744292,22239090,22239090,0,0,155505202,0,0,0,128.25,,,,,49842413,0,0,0,N/A,0,,,,,,Y,,,0,59064058,59064058,118.5,,,,,118.5,,,,,118.5,,,,,118.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,0,,,,GBP
Split Capital Trust,Utilico Investments,Ord Income,30/06/2014,BMG9314Y1003,400535599,236808350,236808350,22239090,22239090,0,0,214569260,0,0,236808350,128,,1079036,,,99157214,0,0,0,No,-1.22,145,148,,,,Y,,N,100,163727249,162648213,164.03,,,,,165.12,,,,,164.03,,,,,165.12,,,,,2.4,-1.22,0,38.77,1.49,24.54,0,34.8,1.62,-1.22,0,38.77,35.89,0,0,26.56,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,SSU,,,,,,,,,,,,,399456563,,,,GBP
Category,Name,Type,Date,ISIN,Total Assets incl CYR,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,TotLongCashOffset,TotShortCashOffset,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthEnd MidPrice,Price for TS dilution,CurrYrRev(CYR),Rev Res (splits only),Rev Allocation % (splits only),Number,Issued,Purch,Treasury,below NAV,Cash/CashEquiv,GrossGearing,NetGearing,NetCash,From,To,NoRange,GearingNote,Loss,CYR allocation %,SHF per share inc CYR,SHF per share exc CYR,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,Cash/Cash Equiv.,Fixed Interest,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash/Cash Equiv.,Fixed Interest,FTSE 100,FTSE 250 x IC,FTSE S/C FL/AIM xIC,SC Inc & Ord Inc,Other SC & ICs,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,,Cat 2,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Name,in issue,NAV Par,NAV Fair,Gross Gearing,Net Gearing,Total Assets ex CYR,FootNote,Note,Note,
UK All Companies,Artemis Alpha Trust,Ordinary Share,30/06/2014,GB0004355946,174012171,26500000,26500000,26500000,26500000,0,0,0,0,0,26500000,295.5,,966144,,,43206785,0,0,3842409,Yes,0.32,18,18,,,,Y,,N,100,147512171,146546027,339.17,,,,335.61,341.41,,,,337.66,339.17,,,,335.61,341.41,,,,337.66,1.19,0.32,0.78,79.11,5.75,4.46,0,7.37,2.21,0.32,0.78,0,4.86,82.74,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,173046027,,,,GBP
